artist,track_count,mean_duration_ms,genres,genre_count,var_danceability,var_energy,var_valence,var_acousticness,total_variance
Bo Kaspers Orkester,17,238588.64705882352,"j-pop,jazz,swedish",3,0.009190117647058823,0.04463874264705882,0.08306831617647058,0.09033513847647057,0.22723231494705878
The Avett Brothers,39,263573.1282051282,"bluegrass,folk,r-n-b",3,0.00635941835357625,0.0641663859649123,0.06720441430499322,0.08873881175438596,0.22646903037786772
Imelda May,18,186149.16666666666,rockabilly,1,0.025561124183006535,0.0438506045751634,0.06349622222222223,0.09294082298500654,0.2258487739653987
Top of the Bus,13,112316.38461538461,kids,1,0.011239025641025642,0.056797307692307696,0.07068793589743588,0.08666156333333332,0.22538583256410255
creamy;untrusted;11:11 Music Group,14,169065.7857142857,"chill,sad",2,0.017531670329670332,0.04347253296703297,0.02816043956043956,0.13601223384615385,0.22517687670329672
Veronica Maggio,12,199054.75,swedish,1,0.011524265151515146,0.046316992424242434,0.04726820454545455,0.11905574100833335,0.2241652031295455
Barış Manço,32,233425.6875,"psych-rock,turkish",2,0.022981829637096777,0.041315676118951615,0.06630604838709678,0.09297407738024194,0.2235776315233871
Gabriel Guedes de Almeida,17,275768.4117647059,"brazil,gospel",2,0.011706132352941177,0.04099793382352941,0.013891757352941177,0.15679329404411765,0.22338911757352942
Everything But The Girl,37,215739.86486486485,"electronic,trip-hop",2,0.019759951951951953,0.04841496696696696,0.05220908858858859,0.10209199497747747,0.22247600248498497
Super Simple Songs,36,143065.44444444444,children,1,0.02462585634920635,0.03601731107142857,0.055408177777777776,0.10589759303968255,0.22194893823809525
A Great Big World,13,218863.23076923078,"acoustic,piano",2,0.009104243589743587,0.07761269230769231,0.01981160256410256,0.11446410307692308,0.22099264153846154
Randy Newman,60,168047.9,"disney,singer-songwriter,songwriter",3,0.03834953799717512,0.039931453128220336,0.08043019063276836,0.06101380077683615,0.21972498253499997
Four Tops,21,272847.85714285716,"disco,funk,soul",3,0.01633195714285714,0.03996090000000001,0.09666719047619046,0.06646973347619048,0.21942978109523809
Djavan,19,266874.05263157893,mpb,1,0.022726005847953215,0.039993707602339175,0.06723368590643275,0.08838398923976608,0.2183373885964912
Eddie Vedder,16,182679.3125,acoustic,1,0.012724795833333332,0.037845449999999996,0.04609760362500001,0.12089744802291667,0.21756529748125
Billy Joel,51,267461.6666666667,"folk,piano,rock,singer-songwriter,songwriter",5,0.020544656470588233,0.06624588843137254,0.04787448705882353,0.08226412753725489,0.21692915949803918
Elton John,32,260649.3125,piano,1,0.019741092741935487,0.041270732862903226,0.06480424899193549,0.09061109313508064,0.21642716773185483
Leila Bela,23,63305.739130434784,iranian,1,0.02982705533596838,0.09194993575138337,0.015850771462450595,0.07799615794466404,0.21562392049446638
Crows in the Rain,28,479905.39285714284,iranian,1,0.014631359788359789,0.018771632314814816,0.0007470837433862434,0.1805074344784061,0.21465751032496694
CASTLEBEAT,10,193598.4,garage,1,0.006373822222222222,0.01619248888888889,0.08253933377777778,0.10943913368643833,0.21454477857532722
Hans Zimmer;Henning Lohner;Martin Tillman;Fiachra Trench,14,312100.64285714284,german,1,0.027525879560439562,0.014767564395604395,0.005338046153846153,0.16679559258241758,0.2144270826923077
The Countdown Kids,35,164193.88571428572,children,1,0.022276055462184877,0.04813893781512605,0.05364749915966386,0.08945949798571429,0.21352199042268907
The Kiboomers,47,107610.70212765958,children,1,0.028956455134135056,0.0513786038760407,0.07025033950971321,0.06266658649398706,0.21325198501387602
Faithless;Rollo Armstrong;Sister Bliss,11,230592.36363636365,trip-hop,1,0.004274800000000001,0.034936218181818184,0.0738582729090909,0.09905249822727273,0.21212178931818182
Rival Consoles,38,306344.2368421053,"ambient,idm",2,0.027847198435277384,0.03849281934566145,0.027129132716927455,0.11770949908365078,0.21117864958151705
Roberto Carlos,18,241069.27777777778,mpb,1,0.013884617647058825,0.025252147058823532,0.06201967320261438,0.10922513624183007,0.21038157415032682
The Doors,27,272921.6666666667,"psych-rock,rock",2,0.01959754131054131,0.03584879487179487,0.0789722959259259,0.07582649862763534,0.21024513073589743
Håkan Hellström,183,279075.75409836066,"goth,indie-pop,swedish",3,0.020340909986188673,0.055089894311951694,0.03297047410616706,0.10117844234819345,0.2095797207525009
Yanni,43,302525.6976744186,new-age,1,0.01949463565891473,0.0646787411295681,0.029625827685492802,0.09521215397563679,0.20901135844961244
The Wood Brothers,23,246698.86956521738,"bluegrass,blues,j-rock",3,0.009092996047430829,0.05333422529644269,0.047243199367588924,0.09890497029381819,0.20857539100528064
Glee Cast,139,212911.41007194246,club,1,0.02134956636429986,0.04638591074966114,0.05065824323532478,0.08994813173319383,0.2083418520824796
Chris Janson,12,197530.41666666666,country,1,0.01774851515151515,0.033361242424242425,0.05399224242424243,0.1018311402272727,0.20693314022727272
La Oreja de Van Gogh,15,236708.13333333333,"latin,rock,spanish",3,0.012617685714285716,0.049904523809523815,0.02129880952380953,0.12285867635523809,0.20667969540285716
Stupeflip,10,239107.7,french,1,0.014274455555555557,0.03477804444444445,0.07718481611111111,0.07991285511111113,0.20615017122222223
The Fray,11,244908.72727272726,"piano,rock",2,0.019337854545454544,0.0602470909090909,0.019853999999999997,0.10660092164327273,0.20603986709781819
Elvis Presley,169,167105.07692307694,"rock,rock-n-roll,rockabilly",3,0.01860499781628628,0.050500846071428566,0.06851329353338967,0.0681999191702862,0.20581905659139071
Nathan Kawanishi,23,120641.56521739131,study,1,0.01529317391304348,0.029390719367588934,0.07615149407114624,0.08301494861660078,0.20385033596837943
aswekeepsearching,16,263262.125,ambient,1,0.016088529166666667,0.04693519583333334,0.005473528625,0.13523899029166667,0.20373624391666667
Bethel Music;Jenn Johnson,14,359458.5,"ambient,world-music",2,0.005645917582417582,0.047920335164835175,0.011062909010989013,0.13844125104395605,0.2030704128021978
XXXTENTACION,76,127792.53947368421,"emo,hip-hop",2,0.023483669298245614,0.032741655359649124,0.045891126826315784,0.10063657280565778,0.2027530242898683
Donna Summer,12,343830.75,disco,1,0.01690360606060606,0.027767878787878786,0.11208171969696969,0.045727148406060604,0.20248035295151515
Sheryl Crow,18,250201.33333333334,"singer-songwriter,songwriter",2,0.0071385359477124195,0.04656282352941176,0.06796376470588235,0.08028300934117648,0.201948133524183
Ray LaMontagne,11,278327.0,acoustic,1,0.007602472727272727,0.03244609090909091,0.07288925454545456,0.0887868109090909,0.2017246290909091
Lauv,20,190310.25,"dance,electro,pop",3,0.012014976315789473,0.034670799999999995,0.05183788421052632,0.10236046470394737,0.20088412523026317
Cyndi Wang,10,229766.1,mandopop,1,0.01385671111111111,0.04313693333333333,0.07049648888888889,0.07338512222222221,0.20087525555555555
Hillsong Young & Free,37,273630.86486486485,world-music,1,0.012140575075075075,0.05173605855855855,0.04360352312312313,0.09324912159166969,0.20072927834842644
