resample,ghost_custom_frac,organic_custom_frac,separation
619,1.0,0.43333333333333335,0.5666666666666667
620,1.0,0.26666666666666666,0.7333333333333334
621,1.0,0.3,0.7
622,1.0,0.23333333333333334,0.7666666666666666
623,1.0,0.16666666666666666,0.8333333333333334
624,1.0,0.23333333333333334,0.7666666666666666
625,1.0,0.23333333333333334,0.7666666666666666
626,1.0,0.3,0.7
627,1.0,0.16666666666666666,0.8333333333333334
628,1.0,0.3333333333333333,0.6666666666666667
629,1.0,0.2,0.8
630,1.0,0.3333333333333333,0.6666666666666667
631,1.0,0.26666666666666666,0.7333333333333334
632,1.0,0.2,0.8
633,1.0,0.16666666666666666,0.8333333333333334
634,1.0,0.2,0.8
635,1.0,0.23333333333333334,0.7666666666666666
636,1.0,0.2,0.8
637,1.0,0.23333333333333334,0.7666666666666666
638,1.0,0.23333333333333334,0.7666666666666666
639,1.0,0.23333333333333334,0.7666666666666666
640,1.0,0.06666666666666667,0.9333333333333333
641,1.0,0.26666666666666666,0.7333333333333334
642,1.0,0.23333333333333334,0.7666666666666666
643,1.0,0.16666666666666666,0.8333333333333334
644,1.0,0.26666666666666666,0.7333333333333334
645,1.0,0.2,0.8
646,1.0,0.26666666666666666,0.7333333333333334
647,1.0,0.2,0.8
648,1.0,0.36666666666666664,0.6333333333333333
649,1.0,0.26666666666666666,0.7333333333333334
650,1.0,0.26666666666666666,0.7333333333333334
651,1.0,0.2,0.8
652,1.0,0.2,0.8
653,1.0,0.36666666666666664,0.6333333333333333
654,1.0,0.3,0.7
655,1.0,0.43333333333333335,0.5666666666666667
656,1.0,0.3333333333333333,0.6666666666666667
657,1.0,0.23333333333333334,0.7666666666666666
658,1.0,0.26666666666666666,0.7333333333333334
659,1.0,0.26666666666666666,0.7333333333333334
660,1.0,0.3,0.7
661,1.0,0.2,0.8
662,1.0,0.2,0.8
663,1.0,0.2,0.8
664,1.0,0.1,0.9
